,Binary Representation,Expected Time,k-opt
Expected Time General,NaN,18.216064453124993,All
871,#001101100111,27.399999999999974,1
870,#001101100110,28.01251833363078,6
869,#001101100101,28.01251833363078,6
868,#001101100100,27.93042160678989,8
867,#001101100011,28.012309306279104,6
866,#001101100010,27.930528299083537,8
865,#001101100001,27.930528299083537,8
864,#001101100000,25.999999999999975,12
863,#001101011111,24.999999999999975,1
862,#001101011110,27.399999999999974,1
861,#001101011101,27.399999999999974,1
860,#001101011100,28.011789416228204,6
859,#001101011011,27.399999999999974,1
858,#001101011010,28.011983187877732,6
857,#001101011001,28.011983187877732,6
856,#001101011000,27.931107905249934,8
855,#001101010111,27.399999999999974,1
854,#001101010110,28.01191487525439,6
853,#001101010101,28.01191487525439,6
852,#001101010100,27.931454876988912,8
851,#001101010011,28.01172881508304,6
850,#001101010010,27.9315636102084,8
849,#001101010001,27.9315636102084,8
848,#001101010000,25.999999999999975,12
847,#001101001111,27.399999999999974,1
846,#001101001110,28.011595841570983,6
845,#001101001101,28.011595841570983,6
844,#001101001100,27.932024921538105,8
843,#001101001011,28.011557717394304,6
842,#001101001010,27.93213547911219,8
841,#001101001001,27.93213547911219,8
840,#001101001000,25.999999999999975,12
839,#001101000111,28.011497407736304,6
838,#001101000110,27.932489016909066,8
837,#001101000101,27.932489016909066,8
836,#001101000100,25.999999999999975,12
835,#001101000011,27.932640941481388,8
834,#001101000010,25.999999999999975,12
833,#001101000001,25.999999999999975,12
832,#001101000000,22.999999999999975,12
831,#001100111111,24.999999999999975,1
830,#001100111110,27.399999999999974,1
829,#001100111101,27.399999999999974,1
828,#001100111100,28.005090842295566,6
827,#001100111011,27.399999999999974,1
826,#001100111010,28.005346043259586,6
825,#001100111001,28.005346043259586,6
824,#001100111000,27.933029326552404,8
823,#001100110111,27.399999999999974,1
822,#001100110110,28.005318766219204,6
821,#001100110101,28.005318766219204,6
820,#001100110100,27.933384911577228,8
819,#001100110011,28.005208476111566,6
818,#001100110010,27.933497375520464,8
817,#001100110001,27.933497375520464,8
816,#001100110000,25.999999999999975,12
815,#001100101111,27.399999999999974,1
814,#001100101110,28.005107896386033,6
813,#001100101101,28.005107896386033,6
812,#001100101100,27.933953509573612,8
811,#001100101011,28.005026593652232,6
810,#001100101010,27.934067802053494,8
809,#001100101001,27.934067802053494,8
808,#001100101000,25.999999999999975,12
807,#001100100111,28.004922501153427,6
806,#001100100110,27.934423414416248,8
805,#001100100101,27.934423414416248,8
804,#001100100100,25.999999999999975,12
803,#001100100011,27.93457915676271,8
802,#001100100010,25.999999999999975,12
801,#001100100001,25.999999999999975,12
800,#001100100000,22.999999999999975,12
799,#001100011111,27.399999999999974,1
798,#001100011110,28.00194370004177,6
797,#001100011101,28.00194370004177,6
796,#001100011100,27.93475373920177,8
795,#001100011011,28.001880875947236,6
794,#001100011010,27.934870071872098,8
793,#001100011001,27.934870071872098,8
792,#001100011000,25.999999999999975,12
791,#001100010111,28.001940421199457,6
790,#001100010110,27.93522576051095,8
789,#001100010101,27.93522576051095,8
788,#001100010100,25.999999999999975,12
787,#001100010011,27.935383587775647,8
786,#001100010010,25.999999999999975,12
785,#001100010001,25.999999999999975,12
784,#001100010000,22.999999999999975,12
783,#001100001111,28.001798477702362,6
782,#001100001110,27.935686099452194,8
781,#001100001101,27.935686099452194,8
780,#001100001100,25.999999999999975,12
779,#001100001011,27.935845779493615,8
778,#001100001010,25.999999999999975,12
777,#001100001001,25.999999999999975,12
776,#001100001000,22.999999999999975,12
775,#001100000111,27.93611100529392,8
774,#001100000110,25.999999999999975,12
773,#001100000101,25.999999999999975,12
772,#001100000100,22.999999999999975,12
771,#001100000011,25.999999999999975,12
770,#001100000010,22.999999999999975,12
769,#001100000001,22.999999999999975,12
768,#001100000000,18.99999999999998,12
767,#001011111111,21.999999999999975,1
766,#001011111110,24.999999999999975,1
765,#001011111101,24.999999999999975,1
764,#001011111100,27.399999999999974,1
763,#001011111011,24.999999999999975,1
762,#001011111010,27.399999999999974,1
761,#001011111001,27.399999999999974,1
760,#001011111000,27.950854523587083,6
759,#001011110111,24.999999999999975,1
758,#001011110110,27.399999999999974,1
757,#001011110101,27.399999999999974,1
756,#001011110100,27.950965659922563,6
755,#001011110011,27.399999999999974,1
754,#001011110010,27.951073734324705,6
753,#001011110001,27.951073734324705,6
752,#001011110000,27.928616917623906,7
751,#001011101111,24.999999999999975,1
750,#001011101110,27.399999999999974,1
749,#001011101101,27.399999999999974,1
748,#001011101100,27.95072704772333,6
747,#001011101011,27.399999999999974,1
746,#001011101010,27.950780268000113,6
745,#001011101001,27.950780268000113,6
744,#001011101000,27.92939584669939,7
743,#001011100111,27.399999999999974,1
742,#001011100110,27.950487759854177,6
741,#001011100101,27.950487759854177,6
740,#001011100100,27.92989674814596,7
739,#001011100011,27.950284321626455,6
738,#001011100010,27.930171057601044,7
737,#001011100001,27.930171057601044,7
736,#001011100000,25.999999999999975,12
735,#001011011111,24.999999999999975,1
734,#001011011110,27.399999999999974,1
733,#001011011101,27.399999999999974,1
732,#001011011100,27.950127244327046,6
731,#001011011011,27.399999999999974,1
730,#001011011010,27.950307648220015,6
729,#001011011001,27.950307648220015,6
728,#001011011000,27.930291670912645,7
727,#001011010111,27.399999999999974,1
726,#001011010110,27.950220351707664,6
725,#001011010101,27.950220351707664,6
724,#001011010100,27.93075902341858,7
723,#001011010011,27.950053168042555,6
722,#001011010010,27.930974228755197,7
721,#001011010001,27.930974228755197,7
720,#001011010000,25.999999999999975,12
719,#001011001111,27.399999999999974,1
718,#001011001110,27.950120141782474,6
717,#001011001101,27.950120141782474,6
716,#001011001100,27.93114918200399,7
715,#001011001011,27.949981035906532,6
714,#001011001010,27.93140740208189,7
713,#001011001001,27.93140740208189,7
712,#001011001000,25.999999999999975,12
711,#001011000111,27.94976684238547,6
710,#001011000110,27.931446747867437,7
709,#001011000101,27.931446747867437,7
708,#001011000100,25.999999999999975,12
707,#001011000011,27.931385914668162,7
706,#001011000010,25.999999999999975,12
705,#001011000001,25.999999999999975,12
704,#001011000000,22.999999999999975,12
703,#001010111111,24.999999999999975,1
702,#001010111110,27.399999999999974,1
701,#001010111101,27.399999999999974,1
700,#001010111100,27.94412727063856,6
699,#001010111011,27.399999999999974,1
698,#001010111010,27.944254408886753,6
697,#001010111001,27.944254408886753,6
696,#001010111000,27.93138171947858,7
695,#001010110111,27.399999999999974,1
694,#001010110110,27.944149964487423,6
693,#001010110101,27.944149964487423,6
692,#001010110100,27.93189043793318,7
691,#001010110011,27.943942076426637,6
690,#001010110010,27.93218225510918,7
689,#001010110001,27.93218225510918,7
688,#001010110000,25.999999999999975,12
687,#001010101111,27.399999999999974,1
686,#001010101110,27.943958333322378,6
685,#001010101101,27.943958333322378,6
684,#001010101100,27.932348112173354,7
683,#001010101011,27.94381504173231,6
682,#001010101010,27.93255670038746,7
681,#001010101001,27.93255670038746,7
680,#001010101000,25.999999999999975,12
679,#001010100111,27.943586377127684,6
678,#001010100110,27.93258351633399,7
677,#001010100101,27.93258351633399,7
676,#001010100100,25.999999999999975,12
675,#001010100011,27.93247314344655,7
674,#001010100010,25.999999999999975,12
673,#001010100001,25.999999999999975,12
672,#001010100000,22.999999999999975,12
671,#001010011111,27.399999999999974,1
670,#001010011110,27.9408673353793,6
669,#001010011101,27.9408673353793,6
668,#001010011100,27.93292444943606,7
667,#001010011011,27.94079323236019,6
666,#001010011010,27.933090622368443,7
665,#001010011001,27.933090622368443,7
664,#001010011000,25.999999999999975,12
663,#001010010111,27.94053465600977,6
662,#001010010110,27.933348353565275,7
661,#001010010101,27.933348353565275,7
660,#001010010100,25.999999999999975,12
659,#001010010011,27.933305222277212,7
658,#001010010010,25.999999999999975,12
657,#001010010001,25.999999999999975,12
656,#001010010000,22.999999999999975,12
655,#001010001111,27.940272452480425,6
654,#001010001110,27.93367278677707,7
653,#001010001101,27.93367278677707,7
652,#001010001100,25.999999999999975,12
651,#001010001011,27.93361818972727,7
650,#001010001010,25.999999999999975,12
649,#001010001001,25.999999999999975,12
648,#001010001000,22.999999999999975,12
647,#001010000111,27.93346251142341,7
646,#001010000110,25.999999999999975,12
645,#001010000101,25.999999999999975,12
644,#001010000100,22.999999999999975,12
643,#001010000011,25.999999999999975,12
642,#001010000010,22.999999999999975,12
641,#001010000001,22.999999999999975,12
640,#001010000000,18.99999999999998,12
639,#001001111111,24.999999999999975,1
638,#001001111110,27.399999999999974,1
637,#001001111101,27.399999999999974,1
636,#001001111100,27.911598680718026,6
635,#001001111011,27.399999999999974,1
634,#001001111010,27.91177142317826,6
633,#001001111001,27.91177142317826,6
632,#001001111000,27.925371787110098,7
631,#001001110111,27.399999999999974,1
630,#001001110110,27.911799195837705,6
629,#001001110101,27.911799195837705,6
628,#001001110100,27.92573216626363,7
627,#001001110011,27.91171450344313,6
626,#001001110010,27.925945628703257,7
625,#001001110001,27.925945628703257,7
624,#001001110000,25.999999999999975,12
623,#001001101111,27.399999999999974,1
622,#001001101110,27.911584511076562,6
621,#001001101101,27.911584511076562,6
620,#001001101100,27.926091926170947,7
619,#001001101011,27.911431878172166,6
618,#001001101010,27.92640133554049,7
617,#001001101001,27.92640133554049,7
616,#001001101000,25.999999999999975,12
615,#001001100111,27.911141640285596,6
614,#001001100110,27.92655670180842,7
613,#001001100101,27.92655670180842,7
612,#001001100100,25.999999999999975,12
611,#001001100011,27.926360037138213,7
610,#001001100010,25.999999999999975,12
609,#001001100001,25.999999999999975,12
608,#001001100000,22.999999999999975,12
607,#001001011111,27.399999999999974,1
606,#001001011110,27.90896107831501,6
605,#001001011101,27.90896107831501,6
604,#001001011100,27.92681064242868,7
603,#001001011011,27.90879779944491,6
602,#001001011010,27.927165497611472,7
601,#001001011001,27.927165497611472,7
600,#001001011000,25.999999999999975,12
599,#001001010111,27.908609302404706,6
598,#001001010110,27.927399257424927,7
597,#001001010101,27.927399257424927,7
596,#001001010100,25.999999999999975,12
595,#001001010011,27.92735852771904,7
594,#001001010010,25.999999999999975,12
593,#001001010001,25.999999999999975,12
592,#001001010000,22.999999999999975,12
591,#001001001111,27.908170474528994,6
590,#001001001110,27.927787512481494,7
589,#001001001101,27.927787512481494,7
588,#001001001100,25.999999999999975,12
587,#001001001011,27.927819174567105,7
586,#001001001010,25.999999999999975,12
585,#001001001001,25.999999999999975,12
584,#001001001000,22.999999999999975,12
583,#001001000111,27.927945552496617,7
582,#001001000110,25.999999999999975,12
581,#001001000101,25.999999999999975,12
580,#001001000100,22.999999999999975,12
579,#001001000011,25.999999999999975,12
578,#001001000010,22.999999999999975,12
577,#001001000001,22.999999999999975,12
576,#001001000000,18.99999999999998,12
575,#001000111111,27.399999999999974,1
574,#001000111110,27.887439185757202,6
573,#001000111101,27.887439185757202,6
572,#001000111100,27.92486324041415,7
571,#001000111011,27.887230930648776,6
570,#001000111010,27.925285806771505,7
569,#001000111001,27.925285806771505,7
568,#001000111000,25.999999999999975,12
567,#001000110111,27.88698525033484,6
566,#001000110110,27.92561045172862,7
565,#001000110101,27.92561045172862,7
564,#001000110100,25.999999999999975,12
563,#001000110011,27.925646513369248,7
562,#001000110010,25.999999999999975,12
561,#001000110001,25.999999999999975,12
560,#001000110000,22.999999999999975,12
559,#001000101111,27.88644482032091,6
558,#001000101110,27.926113255660812,7
557,#001000101101,27.926113255660812,7
556,#001000101100,25.999999999999975,12
555,#001000101011,27.926096790328494,7
554,#001000101010,25.999999999999975,12
553,#001000101001,25.999999999999975,12
552,#001000101000,22.999999999999975,12
551,#001000100111,27.926167427284323,7
550,#001000100110,25.999999999999975,12
549,#001000100101,25.999999999999975,12
548,#001000100100,22.999999999999975,12
547,#001000100011,25.999999999999975,12
546,#001000100010,22.999999999999975,12
545,#001000100001,22.999999999999975,12
544,#001000100000,18.99999999999998,12
543,#001000011111,27.874776535970373,6
542,#001000011110,27.92678261121963,7
541,#001000011101,27.92678261121963,7
540,#001000011100,25.999999999999975,12
539,#001000011011,27.926827320082587,7
538,#001000011010,25.999999999999975,12
537,#001000011001,25.999999999999975,12
536,#001000011000,22.999999999999975,12
535,#001000010111,27.926903824495025,7
534,#001000010110,25.999999999999975,12
533,#001000010101,25.999999999999975,12
532,#001000010100,22.999999999999975,12
531,#001000010011,25.999999999999975,12
530,#001000010010,22.999999999999975,12
529,#001000010001,22.999999999999975,12
528,#001000010000,18.99999999999998,12
527,#001000001111,27.927127586579207,7
526,#001000001110,25.999999999999975,12
525,#001000001101,25.999999999999975,12
524,#001000001100,22.999999999999975,12
523,#001000001011,25.999999999999975,12
522,#001000001010,22.999999999999975,12
521,#001000001001,22.999999999999975,12
520,#001000001000,18.99999999999998,12
519,#001000000111,25.999999999999975,12
518,#001000000110,22.999999999999975,12
517,#001000000101,22.999999999999975,12
516,#001000000100,18.99999999999998,12
515,#001000000011,22.999999999999975,12
514,#001000000010,18.99999999999998,12
513,#001000000001,18.99999999999998,12
512,#001000000000,12.999999999999984,12
511,#000111111111,21.999999999999975,1
510,#000111111110,24.999999999999975,1
509,#000111111101,24.999999999999975,1
508,#000111111100,27.399999999999974,1
507,#000111111011,24.999999999999975,1
506,#000111111010,27.399999999999974,1
505,#000111111001,27.399999999999974,1
504,#000111111000,27.805236425798945,6
503,#000111110111,24.999999999999975,1
502,#000111110110,27.399999999999974,1
501,#000111110101,27.399999999999974,1
500,#000111110100,27.804894290783686,6
499,#000111110011,27.399999999999974,1
498,#000111110010,27.804827480504226,6
497,#000111110001,27.804827480504226,6
496,#000111110000,27.816909588734482,7
495,#000111101111,24.999999999999975,1
494,#000111101110,27.399999999999974,1
493,#000111101101,27.399999999999974,1
492,#000111101100,27.804180974079692,6
491,#000111101011,27.399999999999974,1
490,#000111101010,27.804215722527967,6
489,#000111101001,27.804215722527967,6
488,#000111101000,27.818157274428323,7
487,#000111100111,27.399999999999974,1
486,#000111100110,27.803909808521787,6
485,#000111100101,27.803909808521787,6
484,#000111100100,27.818753379562224,7
483,#000111100011,27.803440004024587,6
482,#000111100010,27.81916765350977,7
481,#000111100001,27.81916765350977,7
480,#000111100000,25.999999999999975,12
479,#000111011111,24.999999999999975,1
478,#000111011110,27.399999999999974,1
477,#000111011101,27.399999999999974,1
476,#000111011100,27.803278375631532,6
475,#000111011011,27.399999999999974,1
474,#000111011010,27.803425169460553,6
473,#000111011001,27.803425169460553,6
472,#000111011000,27.81912950467478,7
471,#000111010111,27.399999999999974,1
470,#000111010110,27.803271521006156,6
469,#000111010101,27.803271521006156,6
468,#000111010100,27.819562056311575,7
467,#000111010011,27.80297355281717,6
466,#000111010010,27.819876137086126,7
465,#000111010001,27.819876137086126,7
464,#000111010000,25.999999999999975,12
463,#000111001111,27.399999999999974,1
462,#000111001110,27.80295916814102,6
461,#000111001101,27.80295916814102,6
460,#000111001100,27.81992179385397,7
459,#000111001011,27.80272359133293,6
458,#000111001010,27.820226674341466,7
457,#000111001001,27.820226674341466,7
456,#000111001000,25.999999999999975,12
455,#000111000111,27.80239541339588,6
454,#000111000110,27.820184448648284,7
453,#000111000101,27.820184448648284,7
452,#000111000100,25.999999999999975,12
451,#000111000011,27.81996659526918,7
450,#000111000010,25.999999999999975,12
449,#000111000001,25.999999999999975,12
448,#000111000000,22.999999999999975,12
447,#000110111111,24.999999999999975,1
446,#000110111110,27.399999999999974,1
445,#000110111101,27.399999999999974,1
444,#000110111100,27.797918470407115,6
443,#000110111011,27.399999999999974,1
442,#000110111010,27.79808354437092,6
441,#000110111001,27.79808354437092,6
440,#000110111000,27.820930830360233,7
439,#000110110111,27.399999999999974,1
438,#000110110110,27.797984834341683,6
437,#000110110101,27.797984834341683,6
436,#000110110100,27.821294096242433,7
435,#000110110011,27.79775596843542,6
434,#000110110010,27.821562311603103,7
433,#000110110001,27.821562311603103,7
432,#000110110000,25.999999999999975,12
431,#000110101111,27.399999999999974,1
430,#000110101110,27.797738905527027,6
429,#000110101101,27.797738905527027,6
428,#000110101100,27.821605325589474,7
427,#000110101011,27.79747086289716,6
426,#000110101010,27.82197656346878,7
425,#000110101001,27.82197656346878,7
424,#000110101000,25.999999999999975,12
423,#000110100111,27.79709748792814,6
422,#000110100110,27.82199719686458,7
421,#000110100101,27.82199719686458,7
420,#000110100100,25.999999999999975,12
419,#000110100011,27.82181236908461,7
418,#000110100010,25.999999999999975,12
417,#000110100001,25.999999999999975,12
416,#000110100000,22.999999999999975,12
415,#000110011111,27.399999999999974,1
414,#000110011110,27.795028943855364,6
413,#000110011101,27.795028943855364,6
412,#000110011100,27.821965279269836,7
411,#000110011011,27.79474351692224,6
410,#000110011010,27.822484013556345,7
409,#000110011001,27.822484013556345,7
408,#000110011000,25.999999999999975,12
407,#000110010111,27.79423657581957,6
406,#000110010110,27.82271562742026,7
405,#000110010101,27.82271562742026,7
404,#000110010100,25.999999999999975,12
403,#000110010011,27.822561669076666,7
402,#000110010010,25.999999999999975,12
401,#000110010001,25.999999999999975,12
400,#000110010000,22.999999999999975,12
399,#000110001111,27.79332444078479,6
398,#000110001110,27.823074055544062,7
397,#000110001101,27.823074055544062,7
396,#000110001100,25.999999999999975,12
395,#000110001011,27.822946086971704,7
394,#000110001010,25.999999999999975,12
393,#000110001001,25.999999999999975,12
392,#000110001000,22.999999999999975,12
391,#000110000111,27.82280133964381,7
390,#000110000110,25.999999999999975,12
389,#000110000101,25.999999999999975,12
388,#000110000100,22.999999999999975,12
387,#000110000011,25.999999999999975,12
386,#000110000010,22.999999999999975,12
385,#000110000001,22.999999999999975,12
384,#000110000000,18.99999999999998,12
383,#000101111111,24.999999999999975,1
382,#000101111110,27.399999999999974,1
381,#000101111101,27.399999999999974,1
380,#000101111100,27.769165923734047,6
379,#000101111011,27.399999999999974,1
378,#000101111010,27.769402688216726,6
377,#000101111001,27.769402688216726,6
376,#000101111000,27.81672328158873,7
375,#000101110111,27.399999999999974,1
374,#000101110110,27.769458204046128,6
373,#000101110101,27.769458204046128,6
372,#000101110100,27.817046805568978,7
371,#000101110011,27.769219112210777,6
370,#000101110010,27.817320772733783,7
369,#000101110001,27.817320772733783,7
368,#000101110000,25.999999999999975,12
367,#000101101111,27.399999999999974,1
366,#000101101110,27.769199417603183,6
365,#000101101101,27.769199417603183,6
364,#000101101100,27.817478797247738,7
363,#000101101011,27.7690466769137,6
362,#000101101010,27.817714435264524,7
361,#000101101001,27.817714435264524,7
360,#000101101000,25.999999999999975,12
359,#000101100111,27.768723149367506,6
358,#000101100110,27.817852947059105,7
357,#000101100101,27.817852947059105,7
356,#000101100100,25.999999999999975,12
355,#000101100011,27.81766956168006,7
354,#000101100010,25.999999999999975,12
353,#000101100001,25.999999999999975,12
352,#000101100000,22.999999999999975,12
351,#000101011111,27.399999999999974,1
350,#000101011110,27.766903022412702,6
349,#000101011101,27.766903022412702,6
348,#000101011100,27.8179586042004,7
347,#000101011011,27.766661676214007,6
346,#000101011010,27.81842055571935,7
345,#000101011001,27.81842055571935,7
344,#000101011000,25.999999999999975,12
343,#000101010111,27.766329812823656,6
342,#000101010110,27.818629683927632,7
341,#000101010101,27.818629683927632,7
340,#000101010100,25.999999999999975,12
339,#000101010011,27.818560316918457,7
338,#000101010010,25.999999999999975,12
337,#000101010001,25.999999999999975,12
336,#000101010000,22.999999999999975,12
335,#000101001111,27.765642867466667,6
334,#000101001110,27.818931738691425,7
333,#000101001101,27.818931738691425,7
332,#000101001100,25.999999999999975,12
331,#000101001011,27.81888214757552,7
330,#000101001010,25.999999999999975,12
329,#000101001001,25.999999999999975,12
328,#000101001000,22.999999999999975,12
327,#000101000111,27.81885876570208,7
326,#000101000110,25.999999999999975,12
325,#000101000101,25.999999999999975,12
324,#000101000100,22.999999999999975,12
323,#000101000011,25.999999999999975,12
322,#000101000010,22.999999999999975,12
321,#000101000001,22.999999999999975,12
320,#000101000000,18.99999999999998,12
319,#000100111111,27.399999999999974,1
318,#000100111110,27.74827834273013,6
317,#000100111101,27.74827834273013,6
316,#000100111100,27.817066372893617,7
315,#000100111011,27.748092813728128,6
314,#000100111010,27.817489397920497,7
313,#000100111001,27.817489397920497,7
312,#000100111000,25.999999999999975,12
311,#000100110111,27.747772465343647,6
310,#000100110110,27.81769965127824,7
309,#000100110101,27.81769965127824,7
308,#000100110100,25.999999999999975,12
307,#000100110011,27.817575515383446,7
306,#000100110010,25.999999999999975,12
305,#000100110001,25.999999999999975,12
304,#000100110000,22.999999999999975,12
303,#000100101111,27.747195100491613,6
302,#000100101110,27.817931131143553,7
301,#000100101101,27.817931131143553,7
300,#000100101100,25.999999999999975,12
299,#000100101011,27.81794212828301,7
298,#000100101010,25.999999999999975,12
297,#000100101001,25.999999999999975,12
296,#000100101000,22.999999999999975,12
295,#000100100111,27.817928838608747,7
294,#000100100110,25.999999999999975,12
293,#000100100101,25.999999999999975,12
292,#000100100100,22.999999999999975,12
291,#000100100011,25.999999999999975,12
290,#000100100010,22.999999999999975,12
289,#000100100001,22.999999999999975,12
288,#000100100000,18.99999999999998,12
287,#000100011111,27.73629835376704,6
286,#000100011110,27.81826294054659,7
285,#000100011101,27.81826294054659,7
284,#000100011100,25.999999999999975,12
283,#000100011011,27.818254311417284,7
282,#000100011010,25.999999999999975,12
281,#000100011001,25.999999999999975,12
280,#000100011000,22.999999999999975,12
279,#000100010111,27.81834174011253,7
278,#000100010110,25.999999999999975,12
277,#000100010101,25.999999999999975,12
276,#000100010100,22.999999999999975,12
275,#000100010011,25.999999999999975,12
274,#000100010010,22.999999999999975,12
273,#000100010001,22.999999999999975,12
272,#000100010000,18.99999999999998,12
271,#000100001111,27.818458447147783,7
270,#000100001110,25.999999999999975,12
269,#000100001101,25.999999999999975,12
268,#000100001100,22.999999999999975,12
267,#000100001011,25.999999999999975,12
266,#000100001010,22.999999999999975,12
265,#000100001001,22.999999999999975,12
264,#000100001000,18.99999999999998,12
263,#000100000111,25.999999999999975,12
262,#000100000110,22.999999999999975,12
261,#000100000101,22.999999999999975,12
260,#000100000100,18.99999999999998,12
259,#000100000011,22.999999999999975,12
258,#000100000010,18.99999999999998,12
257,#000100000001,18.99999999999998,12
256,#000100000000,12.999999999999984,12
255,#000011111111,24.999999999999975,1
254,#000011111110,27.399999999999974,1
253,#000011111101,27.399999999999974,1
252,#000011111100,27.677925380327473,6
251,#000011111011,27.399999999999974,1
250,#000011111010,27.67808173576928,6
249,#000011111001,27.67808173576928,6
248,#000011111000,27.76132728345004,7
247,#000011110111,27.399999999999974,1
246,#000011110110,27.67803656322748,6
245,#000011110101,27.67803656322748,6
244,#000011110100,27.761685962993056,7
243,#000011110011,27.67783064210157,6
242,#000011110010,27.761686297349975,6
241,#000011110001,27.761686297349975,6
240,#000011110000,25.999999999999975,12
239,#000011101111,27.399999999999974,1
238,#000011101110,27.67792725652075,6
237,#000011101101,27.67792725652075,6
236,#000011101100,27.761507783444788,6
235,#000011101011,27.67771429810741,6
234,#000011101010,27.761423798429345,6
233,#000011101001,27.761423798429345,6
232,#000011101000,25.999999999999975,12
231,#000011100111,27.67742085900031,6
230,#000011100110,27.76123432022257,6
229,#000011100101,27.76123432022257,6
228,#000011100100,25.999999999999975,12
227,#000011100011,27.76117415020754,6
226,#000011100010,25.999999999999975,12
225,#000011100001,25.999999999999975,12
224,#000011100000,22.999999999999975,12
223,#000011011111,27.399999999999974,1
222,#000011011110,27.675987658150348,6
221,#000011011101,27.675987658150348,6
220,#000011011100,27.761129198890703,6
219,#000011011011,27.675850809467057,6
218,#000011011010,27.76104574152964,6
217,#000011011001,27.76104574152964,6
216,#000011011000,25.999999999999975,12
215,#000011010111,27.675563771321787,6
214,#000011010110,27.760855686569634,6
213,#000011010101,27.760855686569634,6
212,#000011010100,25.999999999999975,12
211,#000011010011,27.76079599220615,6
210,#000011010010,25.999999999999975,12
209,#000011010001,25.999999999999975,12
208,#000011010000,22.999999999999975,12
207,#000011001111,27.67504500405273,6
206,#000011001110,27.760542586655863,6
205,#000011001101,27.760542586655863,6
204,#000011001100,25.999999999999975,12
203,#000011001011,27.760483507253564,6
202,#000011001010,25.999999999999975,12
201,#000011001001,25.999999999999975,12
200,#000011001000,22.999999999999975,12
199,#000011000111,27.760296502887748,6
198,#000011000110,25.999999999999975,12
197,#000011000101,25.999999999999975,12
196,#000011000100,22.999999999999975,12
195,#000011000011,25.999999999999975,12
194,#000011000010,22.999999999999975,12
193,#000011000001,22.999999999999975,12
192,#000011000000,18.99999999999998,12
191,#000010111111,27.399999999999974,1
190,#000010111110,27.65886138864579,6
189,#000010111101,27.65886138864579,6
188,#000010111100,27.74983875198038,6
187,#000010111011,27.658682766039608,6
186,#000010111010,27.7497578202364,6
185,#000010111001,27.7497578202364,6
184,#000010111000,25.999999999999975,12
183,#000010110111,27.658393913256727,6
182,#000010110110,27.74957033147258,6
181,#000010110101,27.74957033147258,6
180,#000010110100,25.999999999999975,12
179,#000010110011,27.749512891411754,6
178,#000010110010,25.999999999999975,12
177,#000010110001,25.999999999999975,12
176,#000010110000,22.999999999999975,12
175,#000010101111,27.657787454557486,6
174,#000010101110,27.749264606319922,6
173,#000010101101,27.749264606319922,6
172,#000010101100,25.999999999999975,12
171,#000010101011,27.74920769834633,6
170,#000010101010,25.999999999999975,12
169,#000010101001,25.999999999999975,12
168,#000010101000,22.999999999999975,12
167,#000010100111,27.74902635380496,6
166,#000010100110,25.999999999999975,12
165,#000010100101,25.999999999999975,12
164,#000010100100,22.999999999999975,12
163,#000010100011,25.999999999999975,12
162,#000010100010,22.999999999999975,12
161,#000010100001,22.999999999999975,12
160,#000010100000,18.99999999999998,12
159,#000010011111,27.647378643051077,6
158,#000010011110,27.7434789044536,6
157,#000010011101,27.7434789044536,6
156,#000010011100,25.999999999999975,12
155,#000010011011,27.743422495009394,6
154,#000010011010,25.999999999999975,12
153,#000010011001,25.999999999999975,12
152,#000010011000,22.999999999999975,12
151,#000010010111,27.743244763643816,6
150,#000010010110,25.999999999999975,12
149,#000010010101,25.999999999999975,12
148,#000010010100,22.999999999999975,12
147,#000010010011,25.999999999999975,12
146,#000010010010,22.999999999999975,12
145,#000010010001,22.999999999999975,12
144,#000010010000,18.99999999999998,12
143,#000010001111,27.74292876711604,6
142,#000010001110,25.999999999999975,12
141,#000010001101,25.999999999999975,12
140,#000010001100,22.999999999999975,12
139,#000010001011,25.999999999999975,12
138,#000010001010,22.999999999999975,12
137,#000010001001,22.999999999999975,12
136,#000010001000,18.99999999999998,12
135,#000010000111,25.999999999999975,12
134,#000010000110,22.999999999999975,12
133,#000010000101,22.999999999999975,12
132,#000010000100,18.99999999999998,12
131,#000010000011,22.999999999999975,12
130,#000010000010,18.99999999999998,12
129,#000010000001,18.99999999999998,12
128,#000010000000,12.999999999999984,12
127,#000001111111,27.399999999999974,1
126,#000001111110,27.593112141738477,6
125,#000001111101,27.593112141738477,6
124,#000001111100,27.690348191723455,6
123,#000001111011,27.59283226288885,6
122,#000001111010,27.690287600488848,6
121,#000001111001,27.690287600488848,6
120,#000001111000,25.999999999999975,12
119,#000001110111,27.592422432202284,6
118,#000001110110,27.690111215575712,6
117,#000001110101,27.690111215575712,6
116,#000001110100,25.999999999999975,12
115,#000001110011,27.690073398136878,6
114,#000001110010,25.999999999999975,12
113,#000001110001,25.999999999999975,12
112,#000001110000,22.999999999999975,12
111,#000001101111,27.591650292565003,6
110,#000001101110,27.689713092827752,6
109,#000001101101,27.689713092827752,6
108,#000001101100,25.999999999999975,12
107,#000001101011,27.689676161904345,6
106,#000001101010,25.999999999999975,12
105,#000001101001,25.999999999999975,12
104,#000001101000,22.999999999999975,12
103,#000001100111,27.689514618117443,6
102,#000001100110,25.999999999999975,12
101,#000001100101,25.999999999999975,12
100,#000001100100,22.999999999999975,12
99,#000001100011,25.999999999999975,12
98,#000001100010,22.999999999999975,12
97,#000001100001,22.999999999999975,12
